-2.8005 -15.5909 6.71922 -19.1368 -86.4847 52.0734 -52.1029 36.8648 -95.7741 -520.882 267.24 -266.617 267.307 -409.754 36.1068 | 0.000473398 0.949978 -1.85022 1.772 1.95884 0.854538 0.741888 -0.83858 0.485797 0.823161 
-6.86016 -70.4972 34.6414 -75.2979 -536.545 397.845 -225.167 174.141 -586.097 -4646.47 2974.74 -1837.89 1472.82 -1383.89 149.951 | 0.000282687 1.99896 -1.94609 1.98311 1.69325 0.0529497 0.219241 -0.636237 0.248725 -0.229814 
-2.01612 -24.7092 4.58701 -15.0286 -154.523 50.6135 -53.6925 9.43844 -82.0502 -1068.15 285.891 -296.822 212.291 -300.595 3.23101 | 0.000195881 0.961243 -1.89615 1.92774 1.75809 0.0135627 0.899285 0.965961 0.414072 0.138393 
5.39736 -40.8323 -29.8082 50.015 -239.022 -236.288 -171.945 -186.855 331.072 -1672.41 -1442.6 -1124.55 -1102.86 -1315.5 -182.995 | 0.000292669 1.46948 1.66162 1.88261 1.95602 0.330796 0.906584 0.948409 0.248563 0.970689 
-6.96392 -44.5764 29.3399 -58.5254 -230.323 246.127 -120.119 69.2104 -336.981 -1372.36 1295.98 -771.246 507.285 -293.5 17.3233 | 4.06954e-05 1.97825 -1.8997 1.59896 0.414414 0.0499875 0.0578579 -0.916231 0.0766118 -0.342499 
3.46641 -74.6383 -23.0009 42.9018 -524.791 -266.989 -139.029 -83.6508 355.94 -4243.99 -2003.6 -1158.69 -633.818 -598.885 -52.3332 | 4.79939e-05 1.99986 0.603127 1.92625 1.69032 0.87003 0.00176175 0.961193 -0.0109313 0.994347 
1.4319 -74.7812 -9.9085 15.7106 -542.878 -94.4665 -123.312 -41.9431 121.217 -4500.76 -661.601 -968.728 -277.799 -553.126 -33.3787 | 0.000343459 1.99998 0.381954 1.94618 1.90045 0.150427 0.102909 -0.667012 0.253673 0.943853 
-5.94196 -50.7236 24.5851 -55.4236 -349.275 234.299 -173.582 151.742 -370.442 -2708.9 1521.92 -1174.86 1117.34 -1400.8 175.078 | 6.31425e-05 1.83502 -1.99943 1.87976 1.99536 0.0054352 0.00686373 0.809216 0.463997 -0.958637 
-0.992683 -29.1037 0.697255 -6.17655 -179.928 15.2254 -43.2363 -9.33247 -26.0495 -1255.29 58.539 -225.989 62.1061 -203.424 -9.0941 | 0.000691417 0.993396 -1.57741 1.94841 1.68172 0.00792117 1.05913 0.884913 -0.0210065 0.997455 
-3.40499 -20.9585 10.2898 -21.5666 -101.535 73.3227 -39.2065 18.9922 -99.7018 -557.546 323.421 -192.473 180.949 -96.3179 5.28959 | 0.000636218 1.17147 -1.94323 1.67023 0.382189 0.0527742 0.0766786 -0.655081 0.236317 0.914633 
6.3733 -46.5358 -31.6816 51.1657 -246.463 -203.336 -162.973 -188.454 286.881 -1516.25 -1020.94 -797.186 -984.497 -1270.88 -198.359 | 0.000343459 1.99855 1.94371 1.62086 1.90045 0.108597 0.898467 -0.664791 0.243613 0.928543 
-3.82466 -14.5613 11.4808 -25.6069 -64.8919 73.2842 -57.0069 61.2333 -124.374 -343.225 347.838 -286.499 291.601 -376.496 49.5512 | 1.77499e-06 0.962993 -1.59462 1.68547 1.70713 0.00792117 0.0248449 -0.852199 -0.0583675 -0.895667 
-2.57245 12.4739 -1.67701 -0.426722 6.35196 -24.1201 32.8698 -7.46714 -0.0243586 0.876046 -7.59956 52.1062 -87.3525 160.645 -2.06265 | 1.69962e-06 0.329099 -1.93093 0.0600387 1.99303 0.00103715 0.00961352 -0.999312 -0.0125631 -0.971044 
3.31744 -32.5128 -16.0437 21.9582 -178.748 -75.4243 -71.6859 -85.1424 105.253 -1109.69 -331.891 -300.049 -341.98 -468.271 -84.2724 | 4.06947e-05 1.56083 1.64135 1.7001 1.9957 0.0452464 0.724643 -0.831747 0.18792 -0.111837 
0.535002 -80.4302 -2.53258 5.1416 -585.524 -27.5969 -20.1647 -0.638813 35.611 -4878.4 -183.03 -227.507 -12.9962 -9.1864 0.4778 | 0.000365459 1.98584 0.190905 1.96405 0.485684 0.131371 0.497936 -0.875773 0.201123 0.791759 
-0.494068 -7.32495 -0.482446 -2.43743 -27.9426 5.95734 -16.3463 -3.26981 -8.82868 -117.469 23.9867 -53.6494 14.855 -34.5087 0.225393 | 0.000261974 0.32201 -1.92074 1.58726 0.399441 0.0386764 0.00209174 0.785246 0.236422 -0.171066 
-1.15845 -6.06206 -0.160278 -7.2329 -35.7403 10.1881 -26.6712 3.01568 -33.1803 -195.867 63.4145 -145.851 74.2944 -201.921 7.12265 | 0.000473398 0.113071 -1.98569 1.771 1.95884 0.0321212 0.0106522 -0.840346 -0.0133453 -0.17094 
-1.55002 6.35496 -0.447083 -0.247965 2.66334 -8.42527 9.74031 -0.2722 -0.0167719 0.424148 -2.48293 24.1097 -23.3827 16.4879 1.43629 | 1.4407e-05 0.252473 0.0451797 0.127999 1.97108 0.132119 0.612423 -0.979813 -0.00715988 -0.996055 
